date;clot
20/01/2011;112.8
21/01/2011;112.3
24/01/2011;113.3
25/01/2011;115.65
26/01/2011;116.2
27/01/2011;114.85
28/01/2011;113.8
31/01/2011;114.05
01/02/2011;116.25
02/02/2011;116.2
03/02/2011;116.9
04/02/2011;114.05
07/02/2011;116.4
08/02/2011;119.6
09/02/2011;118.05
10/02/2011;118.85
11/02/2011;119.4
14/02/2011;119.499
15/02/2011;118.05
16/02/2011;116.9
17/02/2011;117.45
18/02/2011;116.25
21/02/2011;115.3
22/02/2011;115
23/02/2011;113.5
24/02/2011;111.2
25/02/2011;114.2
28/02/2011;114.25
01/03/2011;115.3
02/03/2011;113.15
03/03/2011;112.95
04/03/2011;111.55
07/03/2011;112.95
08/03/2011;114.3
09/03/2011;114.95
10/03/2011;113.1
11/03/2011;110
14/03/2011;106.6
15/03/2011;104.25
16/03/2011;100.8
17/03/2011;103.65
18/03/2011;105.5
21/03/2011;109
22/03/2011;108.75
23/03/2011;108.2
24/03/2011;110.2
25/03/2011;109.7
28/03/2011;110.9
29/03/2011;110.25
30/03/2011;111.65
31/03/2011;111.7
01/04/2011;113
04/04/2011;112.05
05/04/2011;113.7
06/04/2011;114
07/04/2011;111.95
08/04/2011;111.2
11/04/2011;111.15
12/04/2011;109.8
13/04/2011;111.2
14/04/2011;111.2
15/04/2011;112
18/04/2011;109.75
19/04/2011;115.2
20/04/2011;117.7
21/04/2011;119.3
26/04/2011;119.799
27/04/2011;118.75
28/04/2011;120
29/04/2011;121.249
02/05/2011;120.749
03/05/2011;120.55
04/05/2011;118
05/05/2011;118
06/05/2011;120.2
09/05/2011;118.5
10/05/2011;120.3
11/05/2011;123.049
12/05/2011;120.949
13/05/2011;120.749
16/05/2011;120.699
17/05/2011;118.6
18/05/2011;120.25
19/05/2011;120.399
20/05/2011;119.05
23/05/2011;116.05
24/05/2011;117.7
25/05/2011;117.7
26/05/2011;116.5
27/05/2011;118.35
30/05/2011;118
31/05/2011;120.9
01/06/2011;120.099
02/06/2011;118.15
03/06/2011;118.25
06/06/2011;117.55
07/06/2011;117.6
08/06/2011;116.15
09/06/2011;116.9
10/06/2011;114.8
13/06/2011;115.45
14/06/2011;116.8
15/06/2011;115
16/06/2011;113
17/06/2011;112.75
20/06/2011;113.15
21/06/2011;116.7
22/06/2011;118.35
23/06/2011;114.65
24/06/2011;116.25
27/06/2011;116.75
28/06/2011;120.6
29/06/2011;122.499
30/06/2011;124.099
01/07/2011;125.849
04/07/2011;125.499
05/07/2011;127.049
06/07/2011;126.799
07/07/2011;128.949
08/07/2011;126.899
11/07/2011;124.399
12/07/2011;123.449
13/07/2011;125.749
14/07/2011;124.699
15/07/2011;124.649
18/07/2011;122.399
19/07/2011;123.199
20/07/2011;126.149
21/07/2011;128.349
22/07/2011;129.249
25/07/2011;130.549
26/07/2011;129.999
27/07/2011;129.799
28/07/2011;128.949
29/07/2011;127.949
01/08/2011;127.299
02/08/2011;123.049
03/08/2011;121.399
04/08/2011;115.2
05/08/2011;115.2
08/08/2011;107.15
09/08/2011;111.15
10/08/2011;106.7
11/08/2011;111.3
12/08/2011;114.75
15/08/2011;115.35
16/08/2011;115.05
17/08/2011;116.85
18/08/2011;110.85
19/08/2011;107.5
22/08/2011;107.5
23/08/2011;109.2
24/08/2011;110.6
25/08/2011;111.95
26/08/2011;110.65
29/08/2011;113.15
30/08/2011;114.45
31/08/2011;117.95
01/09/2011;119.05
02/09/2011;114.15
05/09/2011;109
06/09/2011;109.25
07/09/2011;114.5
08/09/2011;115.15
09/09/2011;111.3
12/09/2011;107.7
13/09/2011;109.05
14/09/2011;111.8
15/09/2011;115.65
16/09/2011;115.25
19/09/2011;111.4
20/09/2011;115.45
21/09/2011;113.85
22/09/2011;106.9
23/09/2011;105.45
26/09/2011;104.85
27/09/2011;109.1
28/09/2011;108.8
29/09/2011;103.2
30/09/2011;99.65
03/10/2011;98.04
04/10/2011;97.79
05/10/2011;101.95
06/10/2011;105.25
07/10/2011;107.3
10/10/2011;110.1
11/10/2011;110.6
12/10/2011;114.2
13/10/2011;113.5
14/10/2011;114.4
17/10/2011;113.55
18/10/2011;114
19/10/2011;113
20/10/2011;112.15
21/10/2011;115.4
24/10/2011;117.85
25/10/2011;117.4
26/10/2011;118.4
27/10/2011;124.499
28/10/2011;122.799
31/10/2011;120.25
01/11/2011;114.85
02/11/2011;118.05
03/11/2011;118.1
04/11/2011;115.4
07/11/2011;114.3
08/11/2011;115.95
09/11/2011;114.6
10/11/2011;114.55
11/11/2011;117
14/11/2011;116.75
15/11/2011;114
16/11/2011;114.45
17/11/2011;113.15
18/11/2011;112.4
21/11/2011;108.15
22/11/2011;108.75
23/11/2011;106.6
24/11/2011;106.9
25/11/2011;108.1
28/11/2011;112.3
29/11/2011;112
30/11/2011;116.6
01/12/2011;116
02/12/2011;116.25
05/12/2011;115.15
06/12/2011;115.35
07/12/2011;114.65
08/12/2011;111.85
09/12/2011;114.45
12/12/2011;111.35
13/12/2011;110
14/12/2011;105.9
15/12/2011;105.4
16/12/2011;104.1
19/12/2011;104.5
20/12/2011;105.7
21/12/2011;105.6
22/12/2011;106.65
23/12/2011;108.4
27/12/2011;107.9
28/12/2011;107
29/12/2011;108.25
30/12/2011;109.4
02/01/2012;111.35
03/01/2012;112.15
04/01/2012;110.9
05/01/2012;109.95
06/01/2012;108.9
09/01/2012;110.05
10/01/2012;115.2
11/01/2012;113.6
12/01/2012;114.3
13/01/2012;113.8
16/01/2012;117.05
17/01/2012;117.2
18/01/2012;118.05
19/01/2012;120.2
20/01/2012;120.55
23/01/2012;120.55
24/01/2012;120.399
25/01/2012;121.049
26/01/2012;123.499
27/01/2012;122.549
30/01/2012;120.999
31/01/2012;123.599
01/02/2012;126.799
02/02/2012;126.399
03/02/2012;129.299
06/02/2012;128.649
07/02/2012;125.299
08/02/2012;123.699
09/02/2012;123.849
10/02/2012;123.649
13/02/2012;124.399
14/02/2012;125.049
15/02/2012;126.449
16/02/2012;125.099
17/02/2012;125.299
20/02/2012;127.249
21/02/2012;127.599
22/02/2012;126.099
23/02/2012;127.499
24/02/2012;126.349
27/02/2012;124.699
28/02/2012;126.549
29/02/2012;126.299
01/03/2012;128.799
02/03/2012;129.149
05/03/2012;128.599
06/03/2012;124.599
07/03/2012;125.949
08/03/2012;129.999
09/03/2012;129.699
12/03/2012;132.449
13/03/2012;134.599
14/03/2012;133.599
15/03/2012;134.999
16/03/2012;135.399
19/03/2012;134.699
20/03/2012;131.499
21/03/2012;132.149
22/03/2012;128.849
23/03/2012;128.349
26/03/2012;129.699
27/03/2012;130.299
28/03/2012;129.949
29/03/2012;126.149
30/03/2012;128.849
02/04/2012;132.049
03/04/2012;129.999
04/04/2012;126.899
05/04/2012;128.999
10/04/2012;125.699
11/04/2012;127.199
12/04/2012;129.899
13/04/2012;127.149
16/04/2012;130.299
17/04/2012;130.499
18/04/2012;126.199
19/04/2012;123.099
20/04/2012;123.399
23/04/2012;119.799
24/04/2012;122.249
25/04/2012;124.299
26/04/2012;124.899
27/04/2012;126.249
30/04/2012;125.149
02/05/2012;128.399
03/05/2012;129.349
04/05/2012;125.749
07/05/2012;127.499
08/05/2012;123.199
09/05/2012;124.549
10/05/2012;122.399
11/05/2012;123.349
14/05/2012;121.049
15/05/2012;122.349
16/05/2012;122.999
17/05/2012;122.249
18/05/2012;119.749
21/05/2012;120.2
22/05/2012;123.499
23/05/2012;119.449
24/05/2012;117.3
25/05/2012;118.3
28/05/2012;118.6
29/05/2012;121.899
30/05/2012;118.9
31/05/2012;119.4
01/06/2012;112.65
04/06/2012;111.7
05/06/2012;113.5
06/06/2012;118.25
07/06/2012;120.999
08/06/2012;119.35
11/06/2012;120.25
12/06/2012;119.3
13/06/2012;118.6
14/06/2012;117.55
15/06/2012;118.25
18/06/2012;118.35
19/06/2012;121.499
20/06/2012;119.6
21/06/2012;119.6
22/06/2012;116.7
25/06/2012;114.1
26/06/2012;115
27/06/2012;116.25
28/06/2012;114.6
29/06/2012;119.85
02/07/2012;120.999
03/07/2012;122.599
04/07/2012;122.749
05/07/2012;123.299
06/07/2012;120.749
09/07/2012;118.7
10/07/2012;120.449
11/07/2012;116.65
12/07/2012;114.8
13/07/2012;118.85
16/07/2012;118.3
17/07/2012;118.2
18/07/2012;120.499
19/07/2012;123.449
20/07/2012;120.999
23/07/2012;118.7
24/07/2012;119
25/07/2012;120.55
26/07/2012;124.899
27/07/2012;124.399
30/07/2012;124.449
31/07/2012;122.549
01/08/2012;123.399
02/08/2012;121.599
03/08/2012;128.199
06/08/2012;130.199
07/08/2012;132.249
08/08/2012;130.549
09/08/2012;134.149
10/08/2012;134.649
13/08/2012;134.399
14/08/2012;134.249
15/08/2012;132.999
16/08/2012;132.999
17/08/2012;133.399
20/08/2012;133.649
21/08/2012;133.999
22/08/2012;132.749
23/08/2012;131.399
24/08/2012;131.899
27/08/2012;133.499
28/08/2012;132.399
29/08/2012;131.999
30/08/2012;129.199
31/08/2012;129.799
03/09/2012;129.999
04/09/2012;127.799
05/09/2012;128.049
06/09/2012;132.299
07/09/2012;132.849
10/09/2012;132.249
11/09/2012;127.799
12/09/2012;125.249
13/09/2012;123.299
14/09/2012;126.799
17/09/2012;124.599
18/09/2012;124.349
19/09/2012;125.349
20/09/2012;123.999
21/09/2012;122.549
24/09/2012;122.849
25/09/2012;123.049
26/09/2012;121.099
27/09/2012;119.499
28/09/2012;117
01/10/2012;120.6
02/10/2012;120.749
03/10/2012;118.85
04/10/2012;120.3
05/10/2012;122.099
08/10/2012;120.3
09/10/2012;118.55
10/10/2012;118.4
11/10/2012;122.949
12/10/2012;122.849
15/10/2012;123.799
16/10/2012;128.249
17/10/2012;128.899
18/10/2012;126.799
19/10/2012;125.799
22/10/2012;125.099
23/10/2012;122.399
24/10/2012;122.849
25/10/2012;122.399
26/10/2012;124.999
29/10/2012;124.799
30/10/2012;126.749
31/10/2012;125.399
01/11/2012;128.599
02/11/2012;129.999
05/11/2012;128.999
06/11/2012;129.049
07/11/2012;125.899
08/11/2012;125.549
09/11/2012;126.499
12/11/2012;126.149
13/11/2012;127.849
14/11/2012;125.649
15/11/2012;125.849
16/11/2012;123.699
19/11/2012;127.699
20/11/2012;128.999
21/11/2012;128.999
22/11/2012;128.849
23/11/2012;130.549
26/11/2012;130.849
27/11/2012;131.599
28/11/2012;133.749
29/11/2012;133.199
30/11/2012;134.899
03/12/2012;136.099
04/12/2012;136.399
05/12/2012;136.749
06/12/2012;138.299
07/12/2012;138.149
10/12/2012;138.499
11/12/2012;139.999
12/12/2012;138.549
13/12/2012;137.749
14/12/2012;137.899
17/12/2012;137.099
18/12/2012;138.049
19/12/2012;139.299
20/12/2012;139.799
21/12/2012;139.999
24/12/2012;138.799
27/12/2012;139.649
28/12/2012;137.799
31/12/2012;138.799
02/01/2013;142.149
03/01/2013;141.149
04/01/2013;141.849
07/01/2013;140.149
08/01/2013;139.399
09/01/2013;138.049
10/01/2013;136.599
11/01/2013;137.849
14/01/2013;136.999
15/01/2013;138.999
16/01/2013;140.499
17/01/2013;142.199
18/01/2013;141.449
21/01/2013;139.999
22/01/2013;139.299
23/01/2013;138.399
24/01/2013;139.599
25/01/2013;140.849
28/01/2013;140.099
29/01/2013;140.699
30/01/2013;139.499
31/01/2013;138.849
01/02/2013;139.849
04/02/2013;133.999
05/02/2013;134.999
06/02/2013;131.999
07/02/2013;130.749
08/02/2013;133.099
11/02/2013;131.349
12/02/2013;132.999
13/02/2013;133.549
14/02/2013;131.949
15/02/2013;132.999
18/02/2013;132.349
19/02/2013;133.799
20/02/2013;132.499
21/02/2013;130.549
22/02/2013;132.449
25/02/2013;133.599
26/02/2013;130.749
27/02/2013;131.399
28/02/2013;131.899
01/03/2013;131.399
04/03/2013;131.399
05/03/2013;133.799
06/03/2013;134.249
07/03/2013;134.749
08/03/2013;136.699
11/03/2013;136.099
12/03/2013;135.949
13/03/2013;136.049
14/03/2013;135.599
15/03/2013;134.199
18/03/2013;134.399
19/03/2013;132.099
20/03/2013;133.299
21/03/2013;130.649
22/03/2013;130.849
25/03/2013;129.649
26/03/2013;131.299
27/03/2013;132.699
28/03/2013;133.899
02/04/2013;136.699
03/04/2013;135.599
04/04/2013;134.399
05/04/2013;129.899
08/04/2013;131.749
09/04/2013;129.799
10/04/2013;131.999
11/04/2013;132.999
12/04/2013;130.849
15/04/2013;131.249
16/04/2013;126.249
17/04/2013;121.749
18/04/2013;120.799
19/04/2013;123.299
22/04/2013;121.849
23/04/2013;125.099
24/04/2013;128.199
25/04/2013;129.849
26/04/2013;129.149
29/04/2013;131.399
30/04/2013;131.499
02/05/2013;131.999
03/05/2013;135.199
06/05/2013;134.049
07/05/2013;133.449
08/05/2013;133.499
09/05/2013;133.799
10/05/2013;134.349
13/05/2013;133.149
14/05/2013;135.749
15/05/2013;137.899
16/05/2013;140.399
17/05/2013;141.649
20/05/2013;142.299
21/05/2013;143.199
22/05/2013;141.799
23/05/2013;137.399
24/05/2013;137.499
27/05/2013;138.199
28/05/2013;140.349
29/05/2013;137.099
30/05/2013;138.349
31/05/2013;136.649
03/06/2013;135.499
04/06/2013;134.549
05/06/2013;100.2
06/06/2013;130.799
07/06/2013;132.649
10/06/2013;132.699
11/06/2013;129.599
12/06/2013;127.699
13/06/2013;125.999
14/06/2013;125.799
17/06/2013;127.149
18/06/2013;126.849
19/06/2013;127.599
20/06/2013;122.949
21/06/2013;121.099
24/06/2013;119.25
25/06/2013;121.999
26/06/2013;125.199
27/06/2013;126.499
28/06/2013;124.499
01/07/2013;127.349
02/07/2013;126.099
03/07/2013;124.749
04/07/2013;126.299
05/07/2013;125.049
08/07/2013;128.749
09/07/2013;131.399
10/07/2013;132.399
11/07/2013;133.649
12/07/2013;133.249
15/07/2013;133.949
16/07/2013;131.649
17/07/2013;133.099
18/07/2013;133.999
19/07/2013;132.949
22/07/2013;131.599
23/07/2013;130.049
24/07/2013;130.399
25/07/2013;130.399
26/07/2013;135.049
29/07/2013;134.449
30/07/2013;135.799
31/07/2013;136.649
01/08/2013;139.999
02/08/2013;140.649
05/08/2013;140.099
06/08/2013;139.999
07/08/2013;138.949
08/08/2013;138.799
09/08/2013;139.049
12/08/2013;139.949
13/08/2013;140.099
14/08/2013;141.999
15/08/2013;139.999
16/08/2013;140.899
19/08/2013;140.849
20/08/2013;139.649
21/08/2013;139.149
22/08/2013;139.899
23/08/2013;138.999
26/08/2013;139.799
27/08/2013;135.799
28/08/2013;133.149
29/08/2013;134.599
30/08/2013;132.549
02/09/2013;135.849
03/09/2013;134.899
04/09/2013;134.549
05/09/2013;135.149
06/09/2013;137.249
09/09/2013;138.349
10/09/2013;141.999
11/09/2013;141.499
12/09/2013;140.749
13/09/2013;141.649
16/09/2013;144.949
17/09/2013;143.649
18/09/2013;145.799
19/09/2013;149.249
20/09/2013;148.049
23/09/2013;146.299
24/09/2013;148.499
25/09/2013;147.399
26/09/2013;147.099
27/09/2013;146.049
30/09/2013;145.599
01/10/2013;148.049
02/10/2013;144.749
03/10/2013;145.749
04/10/2013;146.699
07/10/2013;145.149
08/10/2013;144.299
09/10/2013;143.599
10/10/2013;145.899
11/10/2013;146.199
14/10/2013;144.799
15/10/2013;144.849
16/10/2013;138.699
17/10/2013;138.049
18/10/2013;140.999
21/10/2013;139.249
22/10/2013;140.399
23/10/2013;139.649
24/10/2013;139.799
25/10/2013;139.149
28/10/2013;139.599
29/10/2013;140.199
30/10/2013;140.699
31/10/2013;141.799
01/11/2013;141.199
04/11/2013;141.849
05/11/2013;139.649
06/11/2013;139.849
07/11/2013;139.749
08/11/2013;139.399
11/11/2013;140.349
12/11/2013;139.449
13/11/2013;138.299
14/11/2013;139.649
15/11/2013;140.349
18/11/2013;142.549
19/11/2013;141.149
20/11/2013;140.949
21/11/2013;139.449
22/11/2013;139.999
25/11/2013;142.149
26/11/2013;140.949
27/11/2013;141.649
28/11/2013;140.699
29/11/2013;138.749
02/12/2013;138.299
03/12/2013;134.449
04/12/2013;132.349
05/12/2013;131.249
06/12/2013;130.299
09/12/2013;130.999
10/12/2013;128.599
11/12/2013;128.749
12/12/2013;127.299
13/12/2013;127.249
16/12/2013;128.899
17/12/2013;128.999
18/12/2013;129.249
19/12/2013;130.049
20/12/2013;129.799
23/12/2013;130.249
24/12/2013;129.949
27/12/2013;132.349
30/12/2013;132.199
31/12/2013;132.599
02/01/2014;131.249
03/01/2014;130.999
06/01/2014;128.549
07/01/2014;127.649
08/01/2014;125.799
09/01/2014;122.949
10/01/2014;125.799
13/01/2014;126.349
14/01/2014;126.249
15/01/2014;128.699
16/01/2014;126.649
17/01/2014;126.699
20/01/2014;127.499
21/01/2014;128.999
22/01/2014;127.949
23/01/2014;125.449
24/01/2014;124.199
27/01/2014;123.249
28/01/2014;124.099
29/01/2014;123.349
30/01/2014;122.499
31/01/2014;132.149
03/02/2014;129.599
04/02/2014;130.149
05/02/2014;130.349
06/02/2014;133.699
07/02/2014;134.199
10/02/2014;133.499
11/02/2014;134.499
12/02/2014;133.849
13/02/2014;133.399
14/02/2014;134.799
17/02/2014;135.199
18/02/2014;135.749
19/02/2014;136.249
20/02/2014;137.149
21/02/2014;137.449
24/02/2014;138.749
25/02/2014;137.349
26/02/2014;135.149
27/02/2014;135.599
28/02/2014;134.849
03/03/2014;131.049
04/03/2014;133.149
05/03/2014;132.249
06/03/2014;131.649
07/03/2014;131.649
10/03/2014;131.349
11/03/2014;130.899
12/03/2014;128.999
13/03/2014;128.249
14/03/2014;126.749
17/03/2014;127.999
18/03/2014;129.099
19/03/2014;128.299
20/03/2014;129.299
21/03/2014;128.949
24/03/2014;128.449
25/03/2014;131.299
26/03/2014;132.549
27/03/2014;132.899
28/03/2014;133.749
31/03/2014;131.949
01/04/2014;134.299
02/04/2014;134.199
03/04/2014;133.549
04/04/2014;133.649
07/04/2014;133.449
08/04/2014;135.049
09/04/2014;136.449
10/04/2014;140.849
11/04/2014;141.199
14/04/2014;142.149
15/04/2014;141.999
16/04/2014;142.949
17/04/2014;142.699
22/04/2014;143.099
23/04/2014;142.299
24/04/2014;142.649
25/04/2014;141.949
28/04/2014;141.649
29/04/2014;140.299
30/04/2014;141.749
02/05/2014;140.799
05/05/2014;140.649
06/05/2014;139.999
07/05/2014;140.099
08/05/2014;142.699
09/05/2014;141.849
12/05/2014;143.249
13/05/2014;142.949
14/05/2014;142.399
15/05/2014;143.549
16/05/2014;143.749
19/05/2014;142.349
20/05/2014;142.749
21/05/2014;143.949
22/05/2014;143.549
23/05/2014;143.149
26/05/2014;144.249
27/05/2014;144.649
28/05/2014;144.199
29/05/2014;144.499
30/05/2014;145.949
02/06/2014;144.699
03/06/2014;145.049
04/06/2014;145.249
05/06/2014;145.749
06/06/2014;143.249
09/06/2014;143.449
10/06/2014;144.599
11/06/2014;144.899
12/06/2014;144.749
13/06/2014;144.399
16/06/2014;144.349
17/06/2014;145.399
18/06/2014;144.849
19/06/2014;145.699
20/06/2014;145.699
23/06/2014;145.499
24/06/2014;145.849
25/06/2014;143.699
26/06/2014;141.249
27/06/2014;140.349
30/06/2014;140.799
01/07/2014;140.999
02/07/2014;139.949
03/07/2014;141.849
04/07/2014;140.849
07/07/2014;139.649
08/07/2014;138.449
09/07/2014;139.499
10/07/2014;139.349
11/07/2014;139.349
14/07/2014;140.349
15/07/2014;138.699
16/07/2014;139.999
17/07/2014;138.549
18/07/2014;138.399
21/07/2014;138.449
22/07/2014;139.249
23/07/2014;139.799
24/07/2014;141.249
25/07/2014;131.649
28/07/2014;131.549
29/07/2014;131.699
30/07/2014;130.249
31/07/2014;128.599
01/08/2014;128.249
04/08/2014;127.449
05/08/2014;129.749
06/08/2014;129.449
07/08/2014;126.949
08/08/2014;126.649
11/08/2014;127.649
12/08/2014;127.899
13/08/2014;128.499
14/08/2014;128.199
15/08/2014;127.199
18/08/2014;128.499
19/08/2014;129.649
20/08/2014;129.849
21/08/2014;130.649
22/08/2014;129.499
25/08/2014;131.849
26/08/2014;133.149
27/08/2014;132.699
28/08/2014;131.799
29/08/2014;132.049
01/09/2014;132.899
02/09/2014;133.049
03/09/2014;136.899
04/09/2014;137.599
05/09/2014;136.649
08/09/2014;136.249
09/09/2014;135.949
10/09/2014;135.899
11/09/2014;136.799
12/09/2014;136.199
15/09/2014;136.799
16/09/2014;135.649
17/09/2014;134.649
18/09/2014;135.649
19/09/2014;134.449
22/09/2014;132.449
23/09/2014;130.749
24/09/2014;132.699
25/09/2014;130.799
26/09/2014;130.849
29/09/2014;128.849
30/09/2014;128.699
01/10/2014;127.349
02/10/2014;125.899
03/10/2014;127.849
06/10/2014;128.199
07/10/2014;125.749
08/10/2014;126.349
09/10/2014;127.099
10/10/2014;124.999
13/10/2014;125.599
14/10/2014;125.099
15/10/2014;124.899
16/10/2014;123.749
17/10/2014;125.199
20/10/2014;124.949
21/10/2014;126.549
22/10/2014;127.049
23/10/2014;128.549
24/10/2014;128.249
27/10/2014;128.449
28/10/2014;129.899
29/10/2014;131.449
30/10/2014;132.699
31/10/2014;135.349
03/11/2014;134.799
04/11/2014;131.949
05/11/2014;133.999
06/11/2014;135.299
07/11/2014;133.899
10/11/2014;135.749
11/11/2014;136.749
12/11/2014;136.149
13/11/2014;137.749
14/11/2014;137.749
17/11/2014;138.349
18/11/2014;139.449
19/11/2014;140.349
20/11/2014;139.899
21/11/2014;144.949
24/11/2014;144.299
25/11/2014;143.799
26/11/2014;142.949
27/11/2014;142.999
28/11/2014;144.499
01/12/2014;143.749
02/12/2014;142.299
03/12/2014;142.549
04/12/2014;142.399
05/12/2014;145.749
08/12/2014;144.899
09/12/2014;141.999
10/12/2014;141.099
11/12/2014;140.999
12/12/2014;137.599
15/12/2014;134.799
16/12/2014;136.799
17/12/2014;125.85
18/12/2014;130.25
19/12/2014;129.95
22/12/2014;131.05
23/12/2014;132.5
24/12/2014;131.9
29/12/2014;132.5
30/12/2014;131.15
31/12/2014;132.25
02/01/2015;130.85
05/01/2015;127.05
06/01/2015;125.6
07/01/2015;125.7
08/01/2015;129.65
09/01/2015;127.7
12/01/2015;131.95
13/01/2015;132.95
14/01/2015;132.7
15/01/2015;135.05
16/01/2015;134.2
19/01/2015;134.2
20/01/2015;136.5
21/01/2015;137.4
22/01/2015;137.85
23/01/2015;141.85
26/01/2015;144.65
27/01/2015;145.1
28/01/2015;145.2
29/01/2015;144.7
30/01/2015;143.5
02/02/2015;143.3
03/02/2015;144.5
04/02/2015;156.25
05/02/2015;153.5
06/02/2015;152.8
09/02/2015;150.6
10/02/2015;156.15
11/02/2015;156.55
12/02/2015;159.15
13/02/2015;158.5
16/02/2015;156.95
17/02/2015;157.6
18/02/2015;158.75
19/02/2015;160.8
20/02/2015;161
23/02/2015;161.25
24/02/2015;161.2
25/02/2015;161.6
26/02/2015;161.95
27/02/2015;163.9
02/03/2015;164.75
03/03/2015;162.4
04/03/2015;165.1
05/03/2015;167.7
06/03/2015;168.9
09/03/2015;167.8
10/03/2015;166.25
11/03/2015;171.5
12/03/2015;170.6
13/03/2015;171.25
16/03/2015;174.7
17/03/2015;172.7
18/03/2015;170.75
19/03/2015;168.3
20/03/2015;169.25
23/03/2015;164.5
24/03/2015;166.45
25/03/2015;163.6
26/03/2015;162.35
27/03/2015;162.25
30/03/2015;164.5
31/03/2015;164.15
01/04/2015;163.3
02/04/2015;163.55
07/04/2015;165.55
08/04/2015;167.5
09/04/2015;170.8
10/04/2015;172.4
13/04/2015;172.55
14/04/2015;168.25
15/04/2015;171.2
16/04/2015;169.05
17/04/2015;165.45
20/04/2015;165
21/04/2015;164.1
22/04/2015;160.85
23/04/2015;159.3
24/04/2015;161.05
27/04/2015;162.65
28/04/2015;158.85
29/04/2015;155.75
30/04/2015;156.6
04/05/2015;159.5
05/05/2015;154.65
06/05/2015;154.25
07/05/2015;155.9
08/05/2015;160.8
11/05/2015;158.35
12/05/2015;155.9
13/05/2015;154.4
14/05/2015;158.85
15/05/2015;158.75
18/05/2015;160.15
19/05/2015;165.95
20/05/2015;166
21/05/2015;165.6
22/05/2015;166.4
25/05/2015;165.9
26/05/2015;165
27/05/2015;167.85
28/05/2015;166.55
29/05/2015;162.15
01/06/2015;163.2
02/06/2015;165.1
03/06/2015;165.55
04/06/2015;163.45
05/06/2015;160.3
08/06/2015;160.25
09/06/2015;155.15
10/06/2015;161.55
11/06/2015;165.5
12/06/2015;162.35
15/06/2015;159.85
16/06/2015;160.3
17/06/2015;159.2
18/06/2015;159.9
19/06/2015;159.95
22/06/2015;168
23/06/2015;170.35
24/06/2015;170.85
25/06/2015;170.9
26/06/2015;171.2
29/06/2015;163.6
30/06/2015;157.15
01/07/2015;161.65
02/07/2015;158.9
03/07/2015;157.65
06/07/2015;153.25
07/07/2015;147.95
08/07/2015;149.35
09/07/2015;153.4
10/07/2015;158.75
13/07/2015;162
14/07/2015;162.7
15/07/2015;161.5
16/07/2015;162.3
17/07/2015;166.95
20/07/2015;169.15
21/07/2015;168.35
22/07/2015;167.5
23/07/2015;167.2
24/07/2015;166.05
27/07/2015;160.95
28/07/2015;165.8
29/07/2015;169
30/07/2015;168.6
31/07/2015;170.7
03/08/2015;171.15
04/08/2015;171.1
05/08/2015;175.6
06/08/2015;175.35
07/08/2015;173.45
10/08/2015;174.3
11/08/2015;164.85
12/08/2015;155.85
13/08/2015;160.4
14/08/2015;159.6
17/08/2015;160.3
18/08/2015;158.9
19/08/2015;154.1
20/08/2015;148.05
21/08/2015;145.7
24/08/2015;139.3
25/08/2015;147.55
26/08/2015;145.85
27/08/2015;50.25
28/08/2015;150.95
31/08/2015;148.65
01/09/2015;144.2
02/09/2015;147.15
03/09/2015;150.15
04/09/2015;145.95
07/09/2015;146.6
08/09/2015;147.8
09/09/2015;149.75
10/09/2015;149.25
11/09/2015;148.15
14/09/2015;147.7
15/09/2015;149.9
16/09/2015;155.55
17/09/2015;155.6
18/09/2015;150.65
21/09/2015;152.15
22/09/2015;147.4
23/09/2015;147.6
24/09/2015;144.05
25/09/2015;151.15
28/09/2015;147.15
29/09/2015;145.55
30/09/2015;152.2
01/10/2015;149.75
02/10/2015;149.2
05/10/2015;156.55
06/10/2015;159.25
07/10/2015;161
08/10/2015;162.35
09/10/2015;165.75
12/10/2015;166.5
13/10/2015;161.25
14/10/2015;159.25
15/10/2015;160.4
16/10/2015;158.65
19/10/2015;158.9
20/10/2015;158.3
21/10/2015;158.05
22/10/2015;165.15
23/10/2015;170.65
26/10/2015;169.15
27/10/2015;168.5
28/10/2015;167.7
29/10/2015;169.05
30/10/2015;169.6
02/11/2015;167.9
03/11/2015;169.75
04/11/2015;172.75
05/11/2015;173.5
06/11/2015;168.75
09/11/2015;167.3
10/11/2015;168.4
11/11/2015;171.9
12/11/2015;166.95
13/11/2015;162.4
16/11/2015;160.15
17/11/2015;165.4
18/11/2015;163.6
19/11/2015;162.4
20/11/2015;162.25
23/11/2015;161.9
24/11/2015;154.95
25/11/2015;158
26/11/2015;159.1
27/11/2015;155.95
30/11/2015;158.75
01/12/2015;157.4
02/12/2015;158.45
03/12/2015;151.2
04/12/2015;152.25
07/12/2015;154.45
08/12/2015;150.5
09/12/2015;148.85
10/12/2015;148
11/12/2015;144.95
14/12/2015;142.2
15/12/2015;147.95
16/12/2015;148.65
17/12/2015;148.9
18/12/2015;145
21/12/2015;142.7
22/12/2015;143.8
23/12/2015;146.45
24/12/2015;146.05
28/12/2015;144.1
29/12/2015;147.75
30/12/2015;147.15
31/12/2015;144.9
04/01/2016;139.2
05/01/2016;139.45
06/01/2016;136.7
07/01/2016;136.6
08/01/2016;135.35
11/01/2016;135.2
12/01/2016;139.45
13/01/2016;137.75
14/01/2016;137
15/01/2016;137.4
18/01/2016;136.75
19/01/2016;140
20/01/2016;134.65
