"date	ouv	haut	bas	clot	vol	devise"
"06/08/2009 00:00	3483.14	3507.83	3459.91	3477.83	2868	Pts"
"07/08/2009 00:00	3467.72	3539.31	3437	3521.14	3191	Pts"
"10/08/2009 00:00	3504.99	3509.96	3482.84	3504.54	1923	Pts"
"11/08/2009 00:00	3511.76	3528.21	3444.52	3456.18	2395	Pts"
"12/08/2009 00:00	3455.87	3511.76	3435.87	3507.24	2274	Pts"
"13/08/2009 00:00	3511.19	3558.47	3503.99	3524.39	2631	Pts"
"14/08/2009 00:00	3535.39	3553.81	3480.47	3495.27	2485	Pts"
"17/08/2009 00:00	3472.39	3474.33	3396.6	3419.69	2571	Pts"
"18/08/2009 00:00	3435.75	3450.69	3419.71	3450.69	1646	Pts"
"19/08/2009 00:00	3424.94	3467.64	3404.89	3450.34	1929	Pts"
"20/08/2009 00:00	3489.21	3516.88	3477.19	3505.32	2180	Pts"
"21/08/2009 00:00	3494.25	3623.35	3489.74	3615.81	3797	Pts"
"24/08/2009 00:00	3631.42	3660.52	3621.05	3652.17	2517	Pts"
"25/08/2009 00:00	3618.77	3689.2	3614.61	3680.61	2655	Pts"
"26/08/2009 00:00	3668.8	3693.82	3657.6	3668.34	3038	Pts"
"27/08/2009 00:00	3668.12	3686.07	3634.44	3648.53	2686	Pts"
"28/08/2009 00:00	3667.8	3724.34	3667.8	3693.14	3251	Pts"
"31/08/2009 00:00	3668.37	3682.59	3647.41	3653.54	2072	Pts"
"01/09/2009 00:00	3676.95	3686.08	3583.44	3583.44	3172	Pts"
"02/09/2009 00:00	3578.7	3581.14	3535.49	3573.13	3352	Pts"
"03/09/2009 00:00	3587.4	3593.81	3542.96	3553.51	2662	Pts"
"04/09/2009 00:00	3567.47	3603.35	3566.91	3598.76	2871	Pts"
"07/09/2009 00:00	3625.53	3659.82	3621.6	3652.83	2186	Pts"
"08/09/2009 00:00	3662.92	3676.87	3642.45	3660.96	3049	Pts"
"09/09/2009 00:00	3645.94	3707.69	3643.71	3707.69	3526	Pts"
"10/09/2009 00:00	3725.76	3731.92	3679.21	3705.87	3237	Pts"
"11/09/2009 00:00	3722.97	3751.44	3722.52	3734.89	3043	Pts"
"14/09/2009 00:00	3694.69	3733.15	3674.22	3730.61	2664	Pts"
"15/09/2009 00:00	3743.46	3766.28	3724.38	3752.21	3089	Pts"
"16/09/2009 00:00	3767.16	3821.24	3767.16	3813.79	3849	Pts"
"17/09/2009 00:00	3844.19	3844.45	3810.02	3835.27	3739	Pts"
"18/09/2009 00:00	3816.57	3853.97	3812.71	3827.84	6845	Pts"
"21/09/2009 00:00	3827.45	3833.08	3787.52	3812.16	2829	Pts"
"22/09/2009 00:00	3827.33	3856.67	3815.16	3823.52	2917	Pts"
"23/09/2009 00:00	3822.6	3849.27	3807.13	3821.79	2883	Pts"
"24/09/2009 00:00	3808.89	3849.94	3751.75	3758.36	3484	Pts"
"25/09/2009 00:00	3760.75	3768.52	3731.99	3739.14	2768	Pts"
"28/09/2009 00:00	3727.77	3825	3703.08	3825	2827	Pts"
"29/09/2009 00:00	3830.58	3845.01	3798.71	3814.1	3779	Pts"
"30/09/2009 00:00	3825.17	3841.99	3765.03	3795.41	3940	Pts"
"01/10/2009 00:00	3802.03	3821.42	3720.22	3720.77	3538	Pts"
"02/10/2009 00:00	3695.47	3698.79	3627.4	3649.9	4225	Pts"
"05/10/2009 00:00	3651.98	3677.37	3629.41	3675.01	3101	Pts"
"06/10/2009 00:00	3691.1	3770.21	3678.56	3770.21	4443	Pts"
"07/10/2009 00:00	3764.91	3792.03	3748.93	3756.41	3760	Pts"
"08/10/2009 00:00	3815.09	3818.27	3778.81	3806.81	4124	Pts"
"09/10/2009 00:00	3788.33	3822.96	3777.74	3799.61	3038	Pts"
"12/10/2009 00:00	3813.38	3859.15	3805.96	3845.8	3301	Pts"
"13/10/2009 00:00	3836.67	3846.74	3790.66	3801.39	3674	Pts"
"14/10/2009 00:00	3846.63	3885.23	3844.19	3882.67	4501	Pts"
"15/10/2009 00:00	3885.87	3898.22	3862.68	3883.83	3803	Pts"
"16/10/2009 00:00	3890.66	3907.49	3817.9	3827.6	4553	Pts"
"19/10/2009 00:00	3842.54	3892.36	3842.54	3892.36	3122	Pts"
"20/10/2009 00:00	3906.49	3913.81	3863.34	3871.45	3402	Pts"
"21/10/2009 00:00	3880.87	3888.49	3805.92	3873.22	3664	Pts"
"22/10/2009 00:00	3823.44	3831.18	3792.48	3820.85	3307	Pts"
"23/10/2009 00:00	3856.08	3878.44	3807.08	3808.24	4270	Pts"
"26/10/2009 00:00	3823.82	3838.45	3732.64	3744.45	3174	Pts"
"27/10/2009 00:00	3750.59	3772.35	3725.4	3743.95	3646	Pts"
"28/10/2009 00:00	3731.5	3734.31	3661.07	3663.78	4524	Pts"
"29/10/2009 00:00	3654.9	3721.73	3641.13	3714.02	4192	Pts"
"30/10/2009 00:00	3718.69	3727.61	3600.46	3607.69	4659	Pts"
"02/11/2009 00:00	3603.64	3665.92	3590.73	3639.46	3171	Pts"
"03/11/2009 00:00	3602.84	3607.86	3549.65	3584.25	3408	Pts"
"04/11/2009 00:00	3616.2	3682.5	3611.97	3670.33	3485	Pts"
"05/11/2009 00:00	3637.12	3728.76	3617.09	3708.73	3343	Pts"
"06/11/2009 00:00	3703.34	3725.9	3658.03	3707.29	3277	Pts"
"09/11/2009 00:00	3737.43	3786.48	3737.37	3785.49	3368	Pts"
"10/11/2009 00:00	3788.8	3802.9	3775.26	3785.59	2651	Pts"
"11/11/2009 00:00	3818.17	3843.88	3803.11	3814.39	2799	Pts"
"12/11/2009 00:00	3799.95	3843.76	3791.29	3808.07	3099	Pts"
"13/11/2009 00:00	3794.63	3810.7	3764.51	3806.01	2582	Pts"
"16/11/2009 00:00	3837.24	3868.16	3830.26	3863.16	2896	Pts"
"17/11/2009 00:00	3850.28	3859.43	3821.82	3829.06	2810	Pts"
"18/11/2009 00:00	3850.27	3862.17	3815.04	3828.16	2886	Pts"
"19/11/2009 00:00	3818.65	3824.29	3751	3760.22	3378	Pts"
"20/11/2009 00:00	3772.37	3788.07	3714.42	3729.36	3793	Pts"
"23/11/2009 00:00	3766.38	3828.69	3765.31	3813.17	2818	Pts"
"24/11/2009 00:00	3779.57	3818.73	3770.68	3784.62	2823	Pts"
"25/11/2009 00:00	3812.37	3827.38	3783.62	3809.16	2744	Pts"
"26/11/2009 00:00	3787.72	3792.9	3672.78	3679.23	3502	Pts"
"27/11/2009 00:00	3613.28	3748.08	3610.81	3721.45	3214	Pts"
"30/11/2009 00:00	3732.63	3732.63	3669.27	3680.15	3355	Pts"
"01/12/2009 00:00	3720.28	3775.74	3714.78	3775.74	2879	Pts"
"02/12/2009 00:00	3774.67	3811.6	3764.84	3795.92	2953	Pts"
"03/12/2009 00:00	3828.61	3841.11	3788.8	3799.11	3018	Pts"
"04/12/2009 00:00	3782.66	3876.23	3772.34	3846.62	3324	Pts"
"07/12/2009 00:00	3836.05	3853.98	3803.62	3840.05	2109	Pts"
"08/12/2009 00:00	3829.11	3854.08	3761.86	3785.3	3181	Pts"
"09/12/2009 00:00	3776.53	3799.87	3734.71	3757.39	3051	Pts"
"10/12/2009 00:00	3756.9	3805.17	3753.12	3798.38	3035	Pts"
"11/12/2009 00:00	3795.06	3836.88	3795.06	3803.72	3017	Pts"
"14/12/2009 00:00	3839.75	3846.75	3811.62	3830.44	2340	Pts"
"15/12/2009 00:00	3834.53	3843.13	3793.65	3834.09	2657	Pts"
"16/12/2009 00:00	3837.11	3878.2	3836.28	3875.82	3283	Pts"
"17/12/2009 00:00	3847.99	3864.05	3820.88	3830.82	3150	Pts"
"18/12/2009 00:00	3833.72	3871	3794.44	3794.44	5352	Pts"
"21/12/2009 00:00	3807.84	3873.88	3802.13	3872.06	2649	Pts"
"22/12/2009 00:00	3878.86	3918.67	3876.82	3898.38	2435	Pts"
"23/12/2009 00:00	3923.31	3930.76	3898.82	3910.75	1998	Pts"
"24/12/2009 00:00	3909.43	3922.93	3909.43	3912.73	436	Pts"
"28/12/2009 00:00	3939.66	3951.78	3934.36	3947.15	1172	Pts"
"29/12/2009 00:00	3959.03	3976.92	3949.97	3959.98	1646	Pts"
"30/12/2009 00:00	3953.3	3967.16	3928.2	3935.5	1224	Pts"
"31/12/2009 00:00	3952.53	3959.2	3936.33	3936.33	585	Pts"
"04/01/2010 00:00	3952.21	4013.97	3950.61	4013.97	2799	Pts"
"05/01/2010 00:00	4012.43	4028.34	3993.33	4012.91	3064	Pts"
"06/01/2010 00:00	4014.45	4022.94	3996.8	4017.67	2785	Pts"
"07/01/2010 00:00	4005.96	4032.24	3983.9	4024.8	2881	Pts"
"08/01/2010 00:00	4042.64	4051.41	4013.34	4045.14	3415	Pts"
"11/01/2010 00:00	4071.4	4088.18	4039.33	4043.09	2987	Pts"
"12/01/2010 00:00	4044.19	4049.48	3980.2	4000.05	3340	Pts"
"13/01/2010 00:00	3979.94	4007.86	3979.15	4000.86	3332	Pts"
"14/01/2010 00:00	4029.2	4029.71	3993.5	4015.77	3146	Pts"
"15/01/2010 00:00	4030.94	4044.08	3949.9	3954.38	4432	Pts"
"18/01/2010 00:00	3971.17	3982.79	3954.28	3977.46	2016	Pts"
"19/01/2010 00:00	3968.73	4019.88	3930.91	4009.67	3085	Pts"
"20/01/2010 00:00	3996.36	4013.48	3915.96	3928.95	3397	Pts"
"21/01/2010 00:00	3955.78	3966.2	3862.16	3862.16	3439	Pts"
"22/01/2010 00:00	3840.06	3859.65	3786.29	3820.78	4354	Pts"
"25/01/2010 00:00	3793.63	3833.44	3780.5	3781.85	3357	Pts"
"26/01/2010 00:00	3748.03	3807.48	3741.36	3807.04	3615	Pts"
"27/01/2010 00:00	3769.66	3793.63	3737.29	3759.8	3486	Pts"
"28/01/2010 00:00	3812.19	3812.19	3688.79	3688.79	4003	Pts"
"29/01/2010 00:00	3712.02	3768.39	3696	3739.46	3797	Pts"
"01/02/2010 00:00	3713.17	3774.36	3702.01	3762.01	3019	Pts"
"02/02/2010 00:00	3766.83	3819.07	3737.72	3812.13	3307	Pts"
"03/02/2010 00:00	3819.77	3831.38	3784.32	3793.47	3243	Pts"
"04/02/2010 00:00	3792.42	3806.21	3685.57	3689.25	3995	Pts"
"05/02/2010 00:00	3665.91	3673.71	3563.76	3563.76	6724	Pts"
"08/02/2010 00:00	3595.38	3616.67	3545.91	3607.27	3853	Pts"
"09/02/2010 00:00	3598.66	3633.59	3583.54	3612.76	3874	Pts"
"10/02/2010 00:00	3638.39	3673.63	3617.72	3635.61	4602	Pts"
"11/02/2010 00:00	3659.95	3675.64	3586.19	3616.75	4450	Pts"
"12/02/2010 00:00	3647.27	3661.04	3579.4	3599.07	3744	Pts"
"15/02/2010 00:00	3621.41	3641.98	3599.63	3609.22	1972	Pts"
"16/02/2010 00:00	3641.42	3669.04	3602.31	3669.04	3230	Pts"
"17/02/2010 00:00	3707.18	3748.66	3700.19	3725.21	3764	Pts"
"18/02/2010 00:00	3719.06	3752.05	3711.31	3747.83	3682	Pts"
"19/02/2010 00:00	3711.86	3772.67	3707.19	3769.54	3708	Pts"
"22/02/2010 00:00	3780.68	3781.98	3752.88	3756.7	2867	Pts"
"23/02/2010 00:00	3780.34	3791.56	3696.49	3707.06	3409	Pts"
"24/02/2010 00:00	3713.44	3727.81	3683.81	3715.68	3002	Pts"
"25/02/2010 00:00	3694.56	3724.69	3633.81	3640.77	3810	Pts"
"26/02/2010 00:00	3680.61	3710.31	3651.89	3708.8	3806	Pts"
"01/03/2010 00:00	3739.56	3771.81	3724.84	3769.54	3320	Pts"
"02/03/2010 00:00	3770.64	3811.92	3763.16	3811.92	3010	Pts"
"03/03/2010 00:00	3799.33	3849.73	3787.96	3842.52	2996	Pts"
"04/03/2010 00:00	3813.4	3850.73	3809.72	3828.41	3430	Pts"
"05/03/2010 00:00	3845.99	3910.42	3838.34	3910.42	3704	Pts"
"08/03/2010 00:00	3924.22	3924.22	3901.97	3903.54	2438	Pts"
"09/03/2010 00:00	3907.73	3919.52	3876.09	3910.01	3084	Pts"
"10/03/2010 00:00	3908.39	3950.64	3902.11	3943.55	3017	Pts"
"11/03/2010 00:00	3921.26	3946.15	3909.95	3928.95	3028	Pts"
"12/03/2010 00:00	3933.97	3956.42	3919.07	3927.4	3174	Pts"
"15/03/2010 00:00	3890.91	3925.86	3889.13	3890.91	2528	Pts"
"16/03/2010 00:00	3914.39	3951.47	3910.81	3938.95	2800	Pts"
"17/03/2010 00:00	3954.3	3967.51	3943.17	3957.89	3175	Pts"
"18/03/2010 00:00	3936.94	3964.78	3923.26	3938.18	2973	Pts"
"19/03/2010 00:00	3953.44	3963.53	3906.11	3925.44	5186	Pts"
"22/03/2010 00:00	3908.55	3928	3868.02	3928	3033	Pts"
"23/03/2010 00:00	3927.62	3962.2	3926.87	3952.55	2937	Pts"
"24/03/2010 00:00	3960.27	3966.96	3907.85	3949.81	3190	Pts"
"25/03/2010 00:00	3951.71	4008.7	3950.95	4000.48	3500	Pts"
"26/03/2010 00:00	3990.99	4002.92	3979.87	3988.93	2822	Pts"
"29/03/2010 00:00	4002.13	4017.64	3971.12	4000.66	2690	Pts"
"30/03/2010 00:00	4018.2	4028.64	3978.87	3987.41	2943	Pts"
"31/03/2010 00:00	3982.15	3998.57	3943.03	3974.01	3614	Pts"
"01/04/2010 00:00	3996.53	4041.58	3989.83	4034.23	3222	Pts"
"06/04/2010 00:00	4048.9	4065.07	4026.74	4053.94	3409	Pts"
"07/04/2010 00:00	4049.25	4052.03	4020.17	4026.97	3217	Pts"
"08/04/2010 00:00	4007.37	4012.1	3952.14	3978.46	3325	Pts"
"09/04/2010 00:00	4008.43	4050.54	4008.2	4050.54	3143	Pts"
"12/04/2010 00:00	4078.38	4082.11	4032.04	4050.5	2996	Pts"
"13/04/2010 00:00	4038.73	4058.1	4020.71	4031.99	3222	Pts"
"14/04/2010 00:00	4051.65	4074.29	4046.61	4057.7	3418	Pts"
"15/04/2010 00:00	4069.3	4084.69	4036.9	4065.65	3349	Pts"
"16/04/2010 00:00	4044.89	4086	3976.42	3986.63	5525	Pts"
"19/04/2010 00:00	3964.53	3987.05	3949.08	3970.47	3241	Pts"
"20/04/2010 00:00	3987.75	4030.04	3970.63	4026.65	3404	Pts"
"21/04/2010 00:00	4037.39	4037.39	3976.95	3977.67	3617	Pts"
"22/04/2010 00:00	3969.5	4007.3	3907.43	3924.65	4596	Pts"
"23/04/2010 00:00	3921.87	3968.5	3907.19	3951.3	3923	Pts"
"26/04/2010 00:00	3995.26	4017.53	3978.31	3997.39	3689	Pts"
"27/04/2010 00:00	3988.87	3995.96	3844.6	3844.6	4514	Pts"
"28/04/2010 00:00	3815.39	3848.15	3749.53	3787	5905	Pts"
"29/04/2010 00:00	3796.44	3857.64	3775.34	3840.62	5022	Pts"
"30/04/2010 00:00	3829.64	3857.08	3783.95	3816.99	4881	Pts"
"03/05/2010 00:00	3796.79	3847.21	3771.96	3828.46	2701	Pts"
"04/05/2010 00:00	3827.05	3836.17	3678.89	3689.29	6077	Pts"
"05/05/2010 00:00	3688.15	3705.08	3613.57	3636.03	5970	Pts"
"06/05/2010 00:00	3583.75	3667.89	3541.82	3556.11	6173	Pts"
"07/05/2010 00:00	3454.6	3538.86	3349.96	3392.59	8434	Pts"
"10/05/2010 00:00	3605.84	3720.29	3461.96	3720.29	10170	Pts"
"11/05/2010 00:00	3655.24	3700.29	3623.22	3693.2	4988	Pts"
"12/05/2010 00:00	3665.77	3763.07	3639.34	3733.87	5016	Pts"
"13/05/2010 00:00	3774.1	3774.1	3702.74	3731.54	3212	Pts"
"14/05/2010 00:00	3706.77	3711.12	3543.74	3560.36	5170	Pts"
"17/05/2010 00:00	3526.87	3594.94	3515.4	3543.55	3902	Pts"
"18/05/2010 00:00	3601.38	3640.06	3576.27	3617.32	3975	Pts"
"19/05/2010 00:00	3557.35	3576.14	3485.89	3511.67	4977	Pts"
"20/05/2010 00:00	3522.46	3555.64	3362.17	3432.52	4430	Pts"
"21/05/2010 00:00	3433.19	3458.67	3341.76	3430.74	5755	Pts"
"24/05/2010 00:00	3460.49	3477.86	3399.58	3430.93	3032	Pts"
"25/05/2010 00:00	3326.54	3348.64	3287.57	3331.29	4928	Pts"
"26/05/2010 00:00	3393.44	3449.57	3374.78	3408.59	5249	Pts"
"27/05/2010 00:00	3433.27	3527.7	3420.78	3525.31	4204	Pts"
"28/05/2010 00:00	3553.17	3553.17	3501.17	3515.06	3695	Pts"
"31/05/2010 00:00	3506.3	3528.78	3498.07	3507.56	1593	Pts"
"01/06/2010 00:00	3481.66	3521.24	3414.5	3503.08	4061	Pts"
"02/06/2010 00:00	3471.83	3505.73	3432.2	3501.5	3299	Pts"
"03/06/2010 00:00	3572.76	3598.38	3549.88	3557.34	4237	Pts"
"04/06/2010 00:00	3567.99	3593	3443.11	3455.61	4922	Pts"
"07/06/2010 00:00	3397.17	3455.32	3381.73	3413.72	3866	Pts"
"08/06/2010 00:00	3433.86	3433.86	3343.59	3380.36	3624	Pts"
"09/06/2010 00:00	3411.81	3446.77	3364.84	3446.77	3805	Pts"
"10/06/2010 00:00	3416.54	3538.61	3405.26	3516.64	4296	Pts"
"11/06/2010 00:00	3536.85	3570.39	3507.57	3555.52	4185	Pts"
"14/06/2010 00:00	3583.47	3630.16	3581.97	3626.04	3850	Pts"
"15/06/2010 00:00	3590.83	3672.71	3590.83	3661.51	3774	Pts"
"16/06/2010 00:00	3689.65	3689.65	3639.28	3675.93	3902	Pts"
"17/06/2010 00:00	3671.96	3716.19	3660.25	3683.08	3745	Pts"
"18/06/2010 00:00	3685.35	3704.59	3662.58	3687.21	5490	Pts"
"21/06/2010 00:00	3750.7	3759.54	3722.38	3736.15	3460	Pts"
"22/06/2010 00:00	3703.31	3726.04	3671.39	3705.32	3577	Pts"
"23/06/2010 00:00	3665.85	3696.03	3626.54	3641.79	3448	Pts"
"24/06/2010 00:00	3666.42	3667.94	3543.47	3555.36	3647	Pts"
"25/06/2010 00:00	3559.12	3577.51	3504.31	3519.73	3386	Pts"
"28/06/2010 00:00	3537.67	3577.59	3506.66	3576.45	2856	Pts"
"29/06/2010 00:00	3520.33	3532.38	3424.72	3432.99	3994	Pts"
"30/06/2010 00:00	3448	3470.69	3408.55	3442.89	3897	Pts"
"01/07/2010 00:00	3386.79	3403.08	3321.35	3339.9	4363	Pts"
"02/07/2010 00:00	3371.9	3390.78	3337.41	3348.37	3394	Pts"
"05/07/2010 00:00	3362.72	3364.75	3331.59	3332.46	1971	Pts"
"06/07/2010 00:00	3352.39	3456.43	3349.68	3423.36	3472	Pts"
"07/07/2010 00:00	3386.47	3483.44	3361.18	3483.44	3900	Pts"
"08/07/2010 00:00	3516.13	3553.61	3504.78	3538.25	3485	Pts"
"09/07/2010 00:00	3567.37	3570.89	3540.39	3554.48	2707	Pts"
"12/07/2010 00:00	3562.7	3593.12	3545.57	3567.66	2108	Pts"
"13/07/2010 00:00	3568.39	3642.53	3567.68	3637.76	3159	Pts"
"14/07/2010 00:00	3652.19	3656.76	3596.27	3632.98	2553	Pts"
"15/07/2010 00:00	3617.37	3654.1	3569.41	3581.82	3289	Pts"
"16/07/2010 00:00	3595.02	3614.59	3487.21	3500.16	4031	Pts"
"19/07/2010 00:00	3476.07	3534.49	3476.07	3486.33	2461	Pts"
"20/07/2010 00:00	3512.42	3514.39	3419.77	3468.02	2781	Pts"
"21/07/2010 00:00	3500.36	3541.59	3488.62	3493.92	3094	Pts"
"22/07/2010 00:00	3473.48	3604.9	3469.47	3600.57	3781	Pts"
"23/07/2010 00:00	3595.66	3628.2	3575.32	3607.05	3501	Pts"
"26/07/2010 00:00	3634.76	3636.18	3589.93	3636.18	2774	Pts"
"27/07/2010 00:00	3661.06	3698.02	3654.22	3666.4	4669	Pts"
"28/07/2010 00:00	3680.6	3700.4	3656.19	3670.36	3706	Pts"
"29/07/2010 00:00	3680.06	3720.63	3651.91	3651.91	4038	Pts"
"30/07/2010 00:00	3647.21	3680.07	3600.83	3643.14	4183	Pts"
"02/08/2010 00:00	3675.88	3755.72	3671.93	3752.03	3369	Pts"
"03/08/2010 00:00	3744.52	3751.96	3716.04	3747.51	2938	Pts"
"04/08/2010 00:00	3746.56	3779.99	3716.03	3760.72	3340	Pts"
"05/08/2010 00:00	3763.72	3802.94	3758.52	3764.19	2994	Pts"
"06/08/2010 00:00	3780.82	3794.03	3698.15	3716.05	3480	Pts"
"09/08/2010 00:00	3764.25	3781.63	3752.99	3777.37	2262	Pts"
"10/08/2010 00:00	3769.47	3771.67	3710.01	3730.58	2578	Pts"
"11/08/2010 00:00	3705.44	3708.62	3625.7	3628.29	2547	Pts"
"12/08/2010 00:00	3611.46	3641.85	3584.44	3621.07	2533	Pts"
"13/08/2010 00:00	3650.46	3652.08	3577.54	3610.91	2289	Pts"
"16/08/2010 00:00	3622.6	3628.66	3563.88	3597.6	1907	Pts"
"17/08/2010 00:00	3615.35	3664.62	3610.27	3663.13	2383	Pts"
"18/08/2010 00:00	3650.52	3668.5	3625.49	3647.93	2103	Pts"
"19/08/2010 00:00	3666.94	3680.03	3570.35	3572.4	3131	Pts"
"20/08/2010 00:00	3570.4	3596.43	3517.49	3526.12	3045	Pts"
"23/08/2010 00:00	3536.95	3583.45	3524.63	3553.23	2098	Pts"
"24/08/2010 00:00	3523.49	3529.91	3457.12	3491.11	3083	Pts"
"25/08/2010 00:00	3482.53	3500.81	3414.84	3450.19	3273	Pts"
"26/08/2010 00:00	3490.75	3491.85	3455.51	3475.03	2903	Pts"
"27/08/2010 00:00	3460.35	3509.58	3435.55	3507.44	2799	Pts"
"30/08/2010 00:00	3518.69	3520.7	3477.27	3487.01	1581	Pts"
"31/08/2010 00:00	3435.05	3490.79	3430.91	3490.79	3004	Pts"
"01/09/2010 00:00	3507.87	3626.26	3478.85	3623.84	4122	Pts"
"02/09/2010 00:00	3610.4	3646.29	3598.18	3631.43	2836	Pts"
"03/09/2010 00:00	3642.1	3706.48	3631.32	3672.2	3371	Pts"
"06/09/2010 00:00	3695.47	3695.47	3674.76	3684.73	1758	Pts"
"07/09/2010 00:00	3669.15	3672.54	3620.36	3643.81	2659	Pts"
"08/09/2010 00:00	3632.62	3686.91	3613.29	3677.21	3075	Pts"
"09/09/2010 00:00	3666.76	3731.06	3655.47	3722.15	3093	Pts"
"10/09/2010 00:00	3703.02	3731.86	3697.18	3725.82	2774	Pts"
"13/09/2010 00:00	3765.24	3781.48	3751.57	3767.15	3140	Pts"
"14/09/2010 00:00	3767.38	3784.13	3746.97	3774.4	3005	Pts"
"15/09/2010 00:00	3776.19	3784.04	3738.44	3755.64	2958	Pts"
"16/09/2010 00:00	3757.91	3766.13	3729.67	3736.3	2827	Pts"
"17/09/2010 00:00	3778.24	3795.48	3705.29	3722.02	7222	Pts"
"20/09/2010 00:00	3738	3792.38	3737.01	3788.01	2999	Pts"
"21/09/2010 00:00	3781.74	3824.98	3777.62	3784.4	3382	Pts"
"22/09/2010 00:00	3796.75	3796.75	3729.82	3735.05	3395	Pts"
"23/09/2010 00:00	3762.43	3771.69	3666.23	3710.61	3139	Pts"
"24/09/2010 00:00	3687.83	3786.35	3686.29	3782.48	3680	Pts"
"27/09/2010 00:00	3796.53	3800.87	3764.12	3766.16	2496	Pts"
"28/09/2010 00:00	3750.53	3780.45	3711.15	3762.35	3453	Pts"
"29/09/2010 00:00	3780.93	3798.48	3725.57	3737.12	3423	Pts"
"30/09/2010 00:00	3711.96	3782.67	3693.46	3715.18	3945	Pts"
"01/10/2010 00:00	3722.93	3754.08	3672.9	3692.09	3467	Pts"
"04/10/2010 00:00	3689.18	3691.8	3640.48	3649.81	2813	Pts"
"05/10/2010 00:00	3648.96	3742.66	3638.34	3731.93	3209	Pts"
"06/10/2010 00:00	3750.87	3779.71	3746.63	3764.91	3787	Pts"
"07/10/2010 00:00	3769.26	3799.71	3732.45	3770.47	3583	Pts"
"08/10/2010 00:00	3763.35	3774.92	3738.56	3763.18	3101	Pts"
"11/10/2010 00:00	3770.03	3782.02	3763.64	3768.49	2321	Pts"
"12/10/2010 00:00	3738.04	3756.25	3700.26	3748.86	3230	Pts"
"13/10/2010 00:00	3768.85	3828.34	3766.93	3828.34	3250	Pts"
"14/10/2010 00:00	3833.42	3845.36	3812.41	3819.17	3759	Pts"
"15/10/2010 00:00	3829.69	3837.51	3798.93	3827.37	4002	Pts"
"18/10/2010 00:00	3803.46	3842.39	3798.13	3834.5	2429	Pts"
"19/10/2010 00:00	3828.75	3853.96	3794.89	3807.17	3234	Pts"
"20/10/2010 00:00	3793.39	3832.87	3786.36	3828.15	2655	Pts"
"21/10/2010 00:00	3820.73	3889.74	3811.44	3878.27	3733	Pts"
"22/10/2010 00:00	3859.33	3887.82	3855.91	3868.54	2700	Pts"
"25/10/2010 00:00	3894.91	3894.91	3862.8	3870	2421	Pts"
"26/10/2010 00:00	3854.58	3866.35	3818.95	3852.66	3064	Pts"
"27/10/2010 00:00	3836.12	3867.89	3815.59	3815.77	3051	Pts"
"28/10/2010 00:00	3838.13	3862.97	3821.88	3834.84	2829	Pts"
"29/10/2010 00:00	3828.71	3857.58	3807.8	3833.5	2856	Pts"
"01/11/2010 00:00	3865.04	3873.77	3812.37	3841.11	2279	Pts"
"02/11/2010 00:00	3830.4	3879.35	3830.14	3865.72	2613	Pts"
"03/11/2010 00:00	3880.08	3890.9	3834.68	3842.94	3112	Pts"
"04/11/2010 00:00	3885.17	3931.76	3885.17	3916.78	4659	Pts"
"05/11/2010 00:00	3928.01	3937.64	3893.93	3916.73	3694	Pts"
"08/11/2010 00:00	3915.34	3919.86	3896.7	3913.7	2454	Pts"
"09/11/2010 00:00	3903.85	3961.7	3902.64	3945.71	3190	Pts"
"10/11/2010 00:00	3923.25	3932.67	3876.4	3888.45	3688	Pts"
"11/11/2010 00:00	3900.83	3903.2	3848.1	3867.35	3121	Pts"
"12/11/2010 00:00	3796.61	3853.31	3769.59	3831.12	3823	Pts"
"15/11/2010 00:00	3810.24	3875.63	3797.75	3864.24	2523	Pts"
"16/11/2010 00:00	3836.73	3842.12	3762.47	3762.47	3491	Pts"
"17/11/2010 00:00	3753.76	3798.73	3753.06	3792.35	2620	Pts"
"18/11/2010 00:00	3823.53	3873.58	3822.15	3867.97	3309	Pts"
"19/11/2010 00:00	3871.5	3871.5	3827.03	3860.16	2961	Pts"
"22/11/2010 00:00	3892.65	3896.07	3812.48	3818.89	2906	Pts"
"23/11/2010 00:00	3792.14	3803.86	3724.42	3724.42	3713	Pts"
"24/11/2010 00:00	3738.47	3760.78	3703.72	3747.61	3200	Pts"
"25/11/2010 00:00	3752.42	3767.69	3730.04	3760.42	2235	Pts"
"26/11/2010 00:00	3728.99	3743.98	3687.43	3728.65	3161	Pts"
"29/11/2010 00:00	3748.1	3773.9	3636.96	3636.96	4057	Pts"
"30/11/2010 00:00	3643.63	3656.81	3591.78	3610.44	4574	Pts"
"01/12/2010 00:00	3634.61	3674.96	3620.64	3669.29	4345	Pts"
"02/12/2010 00:00	3695.41	3754.82	3650.03	3747.04	4734	Pts"
"03/12/2010 00:00	3744.24	3775.75	3721.38	3750.55	3469	Pts"
"06/12/2010 00:00	3758.58	3763.4	3723.16	3749.23	2729	Pts"
"07/12/2010 00:00	3759.59	3835.06	3758.91	3810.5	3816	Pts"
"08/12/2010 00:00	3790.48	3857.86	3784.38	3831.98	3231	Pts"
"09/12/2010 00:00	3857.69	3867.34	3836.83	3858.05	3697	Pts"
"10/12/2010 00:00	3870.46	3873.64	3850.69	3857.35	2599	Pts"
"13/12/2010 00:00	3872.83	3904.43	3868.78	3892.44	3193	Pts"
"14/12/2010 00:00	3893.96	3902.87	3881.64	3902.87	2642	Pts"
